Score,Text,Summary,HelpfulnessNumerator,HelpfulnessDenominator,helpfulness_ratio,word_count,Sentiment,clean_text
5,This was a very good product at a very good price. Can't find this flavor at every grocery store and it is good to know I can get it quickly on line.  Thanks for offering this product.,good product good price,0,0,0.0,37,Positive,good product good price cant find flavor every grocery store good know get quickly line thanks offering product
1,"This is my second time buying Goji juice from this account. The 1st 2 bottles I bought were red, sweet, and tasted fruity. The 2nd time I bought 2 bottles the juice was orange, tasted like a smokey rotten fruit, and the lable was different. I'm very disappointed because I thought if I bought from the same company, I would get the same product. How do I get my money back for this trash I was sent? I will never buy Goji online again. It's a great product but being stored wrong and sent to the buyer wrong. I'm very upset with my purchase. SUCH a waste of money. DO NOT BUY GOJI ON AMAZON!",TERRIBLE,0,0,0.0,115,Negative,second time buying goji juice account 1st 2 bottles bought red sweet tasted fruity 2nd time bought 2 bottles juice orange tasted like smokey rotten fruit lable different im disappointed thought bought company would get product get money back trash sent never buy goji online great product stored wrong sent buyer wrong im upset purchase waste money buy goji amazon
4,"Fresh, light to medium scent and taste. Looks like it comes in a glass jar, which is why I ordered it, but turns out to be plastic. Dang. Back to my 1st place winner, Artisana coconut oil, the best I have tried of the organics, and I have tried Nutiva, Nature's Way, and a couple of others.",very nice...,10,10,1.0,57,Positive,fresh light medium scent taste looks like comes glass jar ordered turns plastic dang back 1st place winner artisana coconut oil best tried organics tried nutiva natures way couple others
5,A delicious light sweet cashew taste with a cookie cake texture. Calories 240. Calories From Fat 80. Total Fat 9G. Sat Fat 1.5G. Sodium 35MG. Total carb 36G. Dietary Fiber 1G.  Sugar 18G. Protein 4G.,A Muffin Taste,0,0,0.0,35,Positive,delicious light sweet cashew taste cookie cake texture calories 240 calories fat 80 total fat 9g sat fat 15g sodium 35mg total carb 36g dietary fiber 1g sugar 18g protein 4g
5,"I really was impressed with the Wylde pretzels. I had purchased it on a couple of different occassions, but my latest purchase in August 2007 was the best. It seems that they improved their recipes. My children love it and I am planning on reordering some more.","Light, Crunchy and not too salty",3,3,1.0,47,Positive,really impressed wylde pretzels purchased couple different occassions latest purchase august 2007 best seems improved recipes children love planning reordering
5,"One day a personal trainer told me I would need at least 250 calories in a meal replacement drink to feel full. She also recommended Lean Body. So, I tried it and loved it. For me, the Strawberry Ice Cream tastes just like it says. I like to add a half banana as well as some ice while using skim milk. What a treat! Oh, yes, and for some reason, I've noticed that I literally feel less hungry, which gives me the ability to control my appetite a lot better. It's subtle. But if I listen to my body, it works!Lean Body for Her Strawberry Ice Cream 20 pckts",Lean Body - Delicious Meal Replacement,0,0,0.0,109,Positive,one day personal trainer told would need least 250 calories meal replacement drink feel full also recommended lean body tried loved strawberry ice cream tastes like says like add half banana well ice using skim milk treat oh yes reason ive noticed literally feel less hungry gives ability control appetite lot better subtle listen body workslean body strawberry ice cream 20 pckts
5,"I truely enjoy this coffee. Vietnamese Iced or just make a cup, it is a delight to drink anytime. Add some to a bottle of water and allow it to steep overnight. Best cold brew ever.",Great Coffee,0,0,0.0,36,Positive,truely enjoy coffee vietnamese iced make cup delight drink anytime add bottle water allow steep overnight best cold brew ever
5,"Maybe it's cause the food from NewZealand, but my Shihtzu loves this stuff. She went to push the food aside out of her way and one wif and she started gobbling it down. I mix a big spoon full in with her kibble and she seems to really like it. I feel really good giving it to her because the ingredients seem to be really good quality. Dogfoodadvisor.com gives this a 5 star rating which is the highest they can give for a dog food.",Dog LOVES the Rabbit and Lamb!!!,2,2,1.0,85,Positive,maybe cause food newzealand shihtzu loves stuff went push food aside way one wif started gobbling mix big spoon full kibble seems really like feel really good giving ingredients seem really good quality dogfoodadvisorcom gives 5 star rating highest give dog food
4,"I have ordered these a number of times for my terrier mix (part pit bull?) - usually a little cheaper than in-store.  I initially used them for training only and then found that with the larger pieces I could jam a piece or two inside a chew toy, hide a treat toy or hollow bone that has already stood Travis' test and this can give my dog hours of enjoyment.<br /><br />My issue with them - and why I went with a 4 instead of a 5 - is the size of the pieces are inconsistent.  My first couple times there was a good mix of some larger squares - 3/4"" - 1"" cubes and smaller that I use for training bits.  My last order was completely smaller pieces - making it difficult to use it inside a toy/ bone as they come out too easily. Play time no longer lasts as long.<br /><br />I am hopeful that my next order in line with the others and have a mix. I would have given it a 5 prior to my last order.<br /><br />As a training treat these are AMAZING.",Travis loves them; inconsistent in size.,0,0,0.0,190,Positive,ordered number times terrier mix part pit bull usually little cheaper instore initially used training found larger pieces could jam piece two inside chew toy hide treat toy hollow bone already stood travis test give dog hours enjoymentbr br issue went 4 instead 5 size pieces inconsistent first couple times good mix larger squares 34 1 cubes smaller use training bits last order completely smaller pieces making difficult use inside toy bone come easily play time longer lasts longbr br hopeful next order line others mix would given 5 prior last orderbr br training treat amazing
1,"I ordered these for $14 from this site, then walked into Costco the next weekend and found them for $5.  What a ripoff!",They're 1/3rd of the price from Costco or Sam's Club,3,10,0.3,23,Negative,ordered 14 site walked costco next weekend found 5 ripoff
5,"Taste: The taste was mild, not bitter. I enjoyed the infusion of vanilla flavoring, which wasn't too strong. All around good coffee.<br /><br />Serving sizes: I really didn't use a full suggested size of the grounds. I just don't like that strong of coffee. So each bag for me will produce around 100 cups.<br /><br />Cost: If you do the math, 100 cups of Starbucks barista prepared coffee is about $275 dollars compared to the $7.50 you paid for make it yourself option. I think it's self-evident what is the greater value in this matter.<br /><br />Summation: If you want a little variety in your daily coffee dose, and enjoy a moderately strong coffee, then this should be a given choice for you to make.","Singed Phoenix's Review: Starbucks Natural Fusions Ground Coffee, Vanilla Flavored, 11-Ounce Packages",0,0,0.0,125,Positive,taste taste mild bitter enjoyed infusion vanilla flavoring wasnt strong around good coffeebr br serving sizes really didnt use full suggested size grounds dont like strong coffee bag produce around 100 cupsbr br cost math 100 cups starbucks barista prepared coffee 275 dollars compared 750 paid make option think selfevident greater value matterbr br summation want little variety daily coffee dose enjoy moderately strong coffee given choice make
5,"The box of cocoa came surprisingly fast. That variety of cocoa is not available in our city, so grateful to get it by mail. Most pleased.","Nestle Hot Cocoa Mix, Fat Free",0,1,0.0,26,Positive,box cocoa came surprisingly fast variety cocoa available city grateful get mail pleased
5,Have been purchasing the Grape and Cherry Sugar Free Kool-Aid on Amazon.com since the Spring of 2010 when I first saw that it was available here as I was thinking of the Grape Kool-Aid that I drank as a kid. Of course that Kool-Aid had to be mixed with Sugar. At my age of almost 60 I need to take in less Sugar then I did as a kid so I decided to give Sugar Free Grape and Cherry Kool-Aid a try and you know what it tastes just like the sugar version to me that I drank back in the day. Can't really tell the difference other then knowing it is Sugar Free. If you liked either the Grape or Cherry Kool-Aid as a kid give yourself a treat. Amazon.com has what you are looking for. Trust me you won't be sorry when you pour yourself a nice cold glass filled with either the Grape or Cherry Kool-Aid. Don't forget the ice but plenty good without it cold. A message to Amazon.com. I also liked the Strawberry Kool-Aid while growing up. Hopefully you will check with the makers of Kool-Aid to see if they have the Strawberry Sugar Free version available that you may want to also sell here at Amazon.com. I will be among one of your first buyers of that product if that happens.,Grape Kool-Aid,2,2,1.0,227,Positive,purchasing grape cherry sugar free koolaid amazoncom since spring 2010 first saw available thinking grape koolaid drank kid course koolaid mixed sugar age almost 60 need take less sugar kid decided give sugar free grape cherry koolaid try know tastes like sugar version drank back day cant really tell difference knowing sugar free liked either grape cherry koolaid kid give treat amazoncom looking trust wont sorry pour nice cold glass filled either grape cherry koolaid dont forget ice plenty good without cold message amazoncom also liked strawberry koolaid growing hopefully check makers koolaid see strawberry sugar free version available may want also sell amazoncom among one first buyers product happens
4,"Caf&eacute; D'Vita began as a stand-in for theSugar-Free International Coffees that seem to have been scaled back as far as availability is concerned. It will most likely replace the International Coffee. It tastes more like coffee with the desert-like flavor of Cappuccino. I like to mix French Vanilla and Mocha flavors, and since Caf&eacute; D'Vita has both, I'm a happy camper...with one exception. Too expensive! However, the International Coffees are no bargain; so it'll be Caf&eacute; D'Vita from now on.",Rich Cappuccino without the Calories,2,2,1.0,80,Positive,cafeacute dvita began standin thesugarfree international coffees seem scaled back far availability concerned likely replace international coffee tastes like coffee desertlike flavor cappuccino like mix french vanilla mocha flavors since cafeacute dvita im happy camperwith one exception expensive however international coffees bargain itll cafeacute dvita
5,"Our two little Toy Manchester Terriers (8.5 lbs) have very sensitive digestive systems so we are careful what we feed them and they are also a bit fussy about what they'll eat.<br />This flavor - Rotisserie Chicken and Chicken with Rice agrees with them just fine and they love it for the 2x a day feedings.<br /><br />We do feed a moistened dry high quality dry food mixed in with the Mighty Dog just to make 100% sure they're getting a well balanced diet and we like them to have a bit of crunchy food to help keep their teeth clean.<br /><br />Our vet tells us they're both in tip top shape and their coats have a beautiful show quality shine. We believe that the food they consume has a lot to do with that.<br /><br />Yes, Mighty Dog is a little higher priced than some but it's a good quality food that along with regular vet visits and exercise will keep your dog healthy for their lifetime.",Our little dogs LOVE this flavor Might Dog,0,1,0.0,168,Positive,two little toy manchester terriers 85 lbs sensitive digestive systems careful feed also bit fussy theyll eatbr flavor rotisserie chicken chicken rice agrees fine love 2x day feedingsbr br feed moistened dry high quality dry food mixed mighty dog make 100 sure theyre getting well balanced diet like bit crunchy food help keep teeth cleanbr br vet tells us theyre tip top shape coats beautiful show quality shine believe food consume lot thatbr br yes mighty dog little higher priced good quality food along regular vet visits exercise keep dog healthy lifetime
4,"This wasabi is pretty good, but not nearly as good as the stuff that comes with the sushi typically.  I bought this wasabi because I can never get enough of the stuff that comes with the sushi... but beware...this stuff is hot!  You only need to use a small amount to get a big impact.<br /><br />I do worry a little since this product is imported from China.","Tasty, but not as good as the kind in the sushi.",5,6,0.8333333333333334,68,Positive,wasabi pretty good nearly good stuff comes sushi typically bought wasabi never get enough stuff comes sushi bewarethis stuff hot need use small amount get big impactbr br worry little since product imported china
5,"Boston Tea provides some of the best tasting tea I have found.  I have several flavors on hand (Berry Medley, Strawberry Fields, etc) for the office tea drinkers.  I started out being the only one drinking it and now I have been making 3-4 12 cup pots a day.  So far the Peach Passion is the favorite and the kitchen smells of peaches when I make this one.  It is so good I'm signing up for auto delivery.<br /><br />If you like peaches and tea, this is the blend for you.<br /><br />As a side note I add about a 1 tablespoon of quality black tea to the 8 tablespoons of Peach Passion.  Also, I can brew this twice and still get full flavor (24 cups total).",An Office Favorite,1,1,1.0,127,Positive,boston tea provides best tasting tea found several flavors hand berry medley strawberry fields etc office tea drinkers started one drinking making 34 12 cup pots day far peach passion favorite kitchen smells peaches make one good im signing auto deliverybr br like peaches tea blend youbr br side note add 1 tablespoon quality black tea 8 tablespoons peach passion also brew twice still get full flavor 24 cups total
5,"I'd been reading about the health benefits of eating pure, unadulterated coconut oil, and found that the little jars in the supermarket were just too expensive. So my search lead me to Amazon for quantity, price and purity. I looked at many options here, and found this one. For me, the taste is a plus, but some might find it a problem. It has a fairly obvious coconut flavor to it, so if you are picky about flavors added to the food you are cooking, this could be a problem for you. I haven't found it to be a problem, myself. My wife won't cook with it because she is generally not looking to add a coconut flavor to most of what she adds oil to. I find that it is even a good flavor if I should occasionally choose to eat a tablespoon of oil directly. At room temperature, (at least during the winter) the oil is solid, and it melts in my mouth. It has a nice smooth texture, with that coconut taste. The color is nice white, like the inside of a coconut. It is supposed to be stable at higher temperatures. I believe it provides a good supply of the Omega-3 fatty acids, which I understand a lot of us may not get enough of. (We tend to get too much of the Omega-6.) I read of a low-carb recipe for chocolate lard, and thought it would work well with this coconut oil instead of lard. (Haven't tried it yet.) I heartily recommend this oil if you are looking for organic, pure, not hydrogenated coconut oil at a good price, (unless you don't want the coconut taste.)",Pure Coconut Oil with nice flavor and good price,2,2,1.0,281,Positive,id reading health benefits eating pure unadulterated coconut oil found little jars supermarket expensive search lead amazon quantity price purity looked many options found one taste plus might find problem fairly obvious coconut flavor picky flavors added food cooking could problem havent found problem wife wont cook generally looking add coconut flavor adds oil find even good flavor occasionally choose eat tablespoon oil directly room temperature least winter oil solid melts mouth nice smooth texture coconut taste color nice white like inside coconut supposed stable higher temperatures believe provides good supply omega3 fatty acids understand lot us may get enough tend get much omega6 read lowcarb recipe chocolate lard thought would work well coconut oil instead lard havent tried yet heartily recommend oil looking organic pure hydrogenated coconut oil good price unless dont want coconut taste
5,it's very soft and easy to swallow BUT little salty for toddlers. I love its tasts too!!! i already ate half of the cans and try not to eat more... this is more ADULTS' snack than toddlers',even yummy to MoM!,1,1,1.0,37,Positive,soft easy swallow little salty toddlers love tasts already ate half cans try eat adults snack toddlers
1,"I was excited to receive chocolate,caramel,and marshmallow in the mail. I sampled all three and then threw them in the trash. They were not edible.",Walden Farms Dips Taste Terrible!!!!,1,1,1.0,25,Negative,excited receive chocolatecarameland marshmallow mail sampled three threw trash edible
5,"Great product here, perfect combination of tabasco with the meat product.  For the size and quality this item cannot be beat, highly recommend this!  Ive bought a lot of Slim Jim and Jack products here, this was one of the best deals around!",Very good,1,1,1.0,43,Positive,great product perfect combination tabasco meat product size quality item cannot beat highly recommend ive bought lot slim jim jack products one best deals around
5,"The BFF line is great; my cats adore it (to the point of occasionally going on food strike when I try to get them to eat other things), its fairly reasonably priced and aside from the mercury issues, it's a really healthy catfood lacking all the crud that's usually in commercially prepared foods (bad additives, grains, corn etc).<br /><br />This particular flavor (tuna and shrimp) is their favorite, but I also feed the tuna and pumpkin flavor which is a close second.  The only reason that I don't feed this 100% of the time, is because just like with humans, you have to be a little concerned about the amount of mercury in fish.  Nothing to do specifically with this brand - they do everything right.  It's just not the healthiest thing in the world to feed nothing but tuna - the mercury levels can build up and that isn't good.  So I alternate this with a chicken product.<br /><br />Otherwise - this is top notch catfood.",This stuff is kitty crack,0,0,0.0,167,Positive,bff line great cats adore point occasionally going food strike try get eat things fairly reasonably priced aside mercury issues really healthy catfood lacking crud thats usually commercially prepared foods bad additives grains corn etcbr br particular flavor tuna shrimp favorite also feed tuna pumpkin flavor close second reason dont feed 100 time like humans little concerned amount mercury fish nothing specifically brand everything right healthiest thing world feed nothing tuna mercury levels build isnt good alternate chicken productbr br otherwise top notch catfood
1,"The cake was very moist. However, it tasted weird. It was not sweet at all. I like my cakes sweet. Also, the cake is very small. I just did not care for it, at all.",Tasted weird...,1,1,1.0,35,Negative,cake moist however tasted weird sweet like cakes sweet also cake small care
5,"These are amazing every which way: dipped in tea, plain at room temp, and my favorite way: chilled!  YUM YUM YUM!",Best cookies in the world,0,0,0.0,21,Positive,amazing every way dipped tea plain room temp favorite way chilled yum yum yum
5,"I hiave made this both separately and with chicken and it is an excellent product to have in your kitchen. It is quick to make, serves several people and tastes yummy.There is a fanatastic flavor of the alfredo sauce in the finished dish also.","Delicious,creamy,substantial meal helper",0,0,0.0,44,Positive,hiave made separately chicken excellent product kitchen quick make serves several people tastes yummythere fanatastic flavor alfredo sauce finished dish also
2,"I agree with the other user that gave this a bad rating. I hated the flavor of this soup, which was disappointing since I love black beans and I love Amy's products. It hardly tasted like black bean soup, it was so sweet and bitter at the same time... tangy, but not in a good way. After I forced myself to finish most of it, I suffered from really bad heartburn afterwards. Some people may like the taste, but I definitely did NOT enjoy it. Like the other user said, the only reason this soup deserves 2 stars is because it is healthy.<br /><br />I tried McDougall's Black Bean & Lime soup before and I thought it tasted pretty good; definitely a good alternative to Amy's black bean vegetable.<br /><br />Dr. McDougall's Vegan Black Bean & Lime Soup, 3.4-Ounce Cups (Pack of 12)",Very disappointing,0,0,0.0,143,Negative,agree user gave bad rating hated flavor soup disappointing since love black beans love amys products hardly tasted like black bean soup sweet bitter time tangy good way forced finish suffered really bad heartburn afterwards people may like taste definitely enjoy like user said reason soup deserves 2 stars healthybr br tried mcdougalls black bean lime soup thought tasted pretty good definitely good alternative amys black bean vegetablebr br dr mcdougalls vegan black bean lime soup 34ounce cups pack 12
5,"I like my coffee to have a bold eye opening taste. This Fog Chaser is very good. Great taste and the way they are made is much more environmentally friendly. The price is very good on them also. I have them on a monthly subscription and save even more money. Thank you for having this top quality item..<a href=""http://www.amazon.com/gp/product/B006IOKA84"">San Francisco Bay Coffee One Cup for Keurig K-Cup Brewers, Fog Chaser, 36-Count</a>",Fog Chaser K-cups,2,3,0.6666666666666666,71,Positive,like coffee bold eye opening taste fog chaser good great taste way made much environmentally friendly price good also monthly subscription save even money thank top quality itema hrefhttpwwwamazoncomgpproductb006ioka84san francisco bay coffee one cup keurig kcup brewers fog chaser 36counta
1,Its great theres no carbs in this but they taste terible. I guess my expectations were to high! Also the packaging could be better with a resealable twist or zipper.,Cardboard Bagels,0,0,0.0,30,Negative,great theres carbs taste terible guess expectations high also packaging could better resealable twist zipper
5,This is my secret ingredient! It doesn't taste fake like other brands of garlic powders.<br />A little goes a long way and adds great garlic flavor to anything.,The Best Garlic Powder!,1,1,1.0,28,Positive,secret ingredient doesnt taste fake like brands garlic powdersbr little goes long way adds great garlic flavor anything
5,"I loved buying a case of popchips for $13.42.  I would buy them on a regular basis if they were that price.  The product was great, the service was great also.  altogether a 5 star experience.  But now they've gone up by 70%.  Any chance of selling them to me at the original price?  Thanks, Susanne",popchips prices,0,3,0.0,56,Positive,loved buying case popchips 1342 would buy regular basis price product great service great also altogether 5 star experience theyve gone 70 chance selling original price thanks susanne
5,"This is the best tasting salt I've ever had.  I learned about this after starting a ""raw"" diet and I was obsessed about having everything raw.  I'm a condiment queen and it was really hard for me to give up a lot of my condiments (ketchup, mustard, mayo).  I was never a salt user - I'm a self-described fresh pepper addict and connoisseur.  However, once I realized this salt was raw, all natural and got great reviews, I decided to try it.  This really does enhance almost every dish I eat.  In addition, there are a ton of articles online explaining why this 200 million year old natural nutrient is so very good for us.  Move over table salt with your history of ridicule and side effects; move in Himalayan salt.",Best Tasting Salt AND So Incredibly Good For You,16,17,0.9411764705882353,131,Positive,best tasting salt ive ever learned starting raw diet obsessed everything raw im condiment queen really hard give lot condiments ketchup mustard mayo never salt user im selfdescribed fresh pepper addict connoisseur however realized salt raw natural got great reviews decided try really enhance almost every dish eat addition ton articles online explaining 200 million year old natural nutrient good us move table salt history ridicule side effects move himalayan salt
5,Love the taste of this coffee. Great flavor- It's not too strong like some other products for Keurig!<br />i certainly would recommend this product. Shipping was great. Fast!,Greeen Mountain Breakfast Blend,0,0,0.0,28,Positive,love taste coffee great flavor strong like products keurigbr certainly would recommend product shipping great fast
5,"The person who left the previous review must not have followed the cooking instructions properly.. His noodles were overcooked. Also, these noodles contain a lot of soluable fiber which many Americans have very low levels of..So you should not eat a whole lot right off the get go if you do not normally intake fiber. I eat my veggies and just ate a whole package of the noodles. I feel great! They are delicious and I hope that people who need to make a serious diet change (or who just want to live a healthier lifestyle) will give them a shot!",Healthy is finally delicious!,0,0,0.0,101,Positive,person left previous review must followed cooking instructions properly noodles overcooked also noodles contain lot soluable fiber many americans low levels ofso eat whole lot right get go normally intake fiber eat veggies ate whole package noodles feel great delicious hope people need make serious diet change want live healthier lifestyle give shot
5,Fly traps were for a science fair experiment. They arrived promptly and were in very good shape.All approximately the same size-important for the experiment.,Fly Trap,0,0,0.0,24,Positive,fly traps science fair experiment arrived promptly good shapeall approximately sizeimportant experiment
5,"My daughters (ages 7 and 9) and I consider ourselves true purveyors of great chai. We drink it together every morning, and we've tried loose, bagged, concentrate, powder, you name it. We've tried pretty much every company's product, and stumbled on this quite by accident. Jaipur has ruined it for us. There is simply no other chai that matches up. The sweetness and perfect blend of flavor is absolute perfection. I'm in love.",Absolutely THE BEST!,0,0,0.0,73,Positive,daughters ages 7 9 consider true purveyors great chai drink together every morning weve tried loose bagged concentrate powder name weve tried pretty much every companys product stumbled quite accident jaipur ruined us simply chai matches sweetness perfect blend flavor absolute perfection im love
5,I love this product.  It is full of taste.  It mixes in very well in oatmeal and smoothies or protein drinks.  I've also tried it in yogurt.  I highly recommend this product.,Outstanding Product,2,2,1.0,32,Positive,love product full taste mixes well oatmeal smoothies protein drinks ive also tried yogurt highly recommend product
5,"I've loved Caribou Coffee's Caribou Blend ever since my parents got me a Keurig for my birthday a year ago with a sampler of coffees to go with it.  Caribou was my favorite next to Newman's but I find the prices at some places rather off-putting.  When I saw Amazon's deal on them, I had to act.  And I'm glad I did.  The shipping free super saver shipping was really fast and I didn't have to break my bank to get it.  Will definitely purchase again!",Delicious at a good price and fast shipping!,1,1,1.0,86,Positive,ive loved caribou coffees caribou blend ever since parents got keurig birthday year ago sampler coffees go caribou favorite next newmans find prices places rather offputting saw amazons deal act im glad shipping free super saver shipping really fast didnt break bank get definitely purchase
5,"I tried Switch Orange Tangerine drink.  Excellent flavor and not so sweet as to make you feel you are getting a ton of sugar.  It has no added sugar and no corn sweetners, so, it is more natural than any other orange soda type drink.  More like a sparkling juice drink.  I have been a fan of orange juice and soda type drinks when as a kid I would mix OJ and Orange Soda.  Yet the natural taste of this drink is refreshing.  I tried it both with and without ice and although the iced version is more refreshing, if you get a very cold can of this drink it tasted very satisfying and did not leave you with an after taste or with the sugar blues.<br /><br />Caution, it has 34 grams of sugar, and although natural, you should check with a doc if you have sugar problems.  34 grams is equivalent to 5 or more teaspoons of sugar.  At least, if you like sparkling fruit drinks, check this one out.  I will next try it with added sparkling water to it.  Enjoy.",Great Taste - Refreshing with or without Ice,0,0,0.0,184,Positive,tried switch orange tangerine drink excellent flavor sweet make feel getting ton sugar added sugar corn sweetners natural orange soda type drink like sparkling juice drink fan orange juice soda type drinks kid would mix oj orange soda yet natural taste drink refreshing tried without ice although iced version refreshing get cold drink tasted satisfying leave taste sugar bluesbr br caution 34 grams sugar although natural check doc sugar problems 34 grams equivalent 5 teaspoons sugar least like sparkling fruit drinks check one next try added sparkling water enjoy
1,"This syrup is indeed sugar-free; unfortunately, it is also pretty much taste-free as well. I bought this syrup for several years before I moved to Chicago and found it had excellent body and added a rich flavor to coffee.  This stuff is watery and practically tasteless. It was a total waste of money;  I should have returned it, but it was too much trouble.",Not what I expected,2,2,1.0,64,Negative,syrup indeed sugarfree unfortunately also pretty much tastefree well bought syrup several years moved chicago found excellent body added rich flavor coffee stuff watery practically tasteless total waste money returned much trouble
4,"I called the company and got a detailed explanation of everything that was commented  on in the other reviews.  The company spent a great deal of time with me explaining the below and seemed sincere.<br /><br />CHANGE FROM NEW ZEALAND TO US<br /><br />The majority of their customer base was primarily attracted to the naturally occurring 8.0 alkaline water, and had an issue with water being trucked half way around the world.  Most of the customers wanted a similar quality water with less of an environmental impact.  So the company made the business decision to follow this feedback and invested a great deal of effort finding three natural springs in the US that are naturally alkaline.  Water from New Zealand is no long available.<br /><br />The sources and the water quality report from the new US based springs can be found on their site.<br />[...]<br /><br />DISTILLED WATER<br /><br />During this time an unfortunate mishap happened regarding an order of specially requested water by a department store.  This department store requested distilled water.  The bottles were labeled differently, but the cases looked the same and unfortunately some of this water wound up being distributed by mistake.  The company states they will never create another lot of distilled water and while they regret that this water has hit the market in some areas, it is of limited supply and the issue should dissipate.<br /><br />LABELING<br /><br />The original water that was manufactured in New Zealand, says ""New Zealand"" on the label.  It is no longer being produced.  If you are lucky enough to still be in possession of this water, you have a collector's item.<br /><br />The new US based water, from the three naturally alkaline springs says Source: Multi-Spring, bottled for Eternal Beverages, Walnut Creek CA.  This is the water the company is basing its future on.<br /><br />The distilled water that is out in some markets actually says distilled water on the back of the label.  If you are in possession of this water, you have an inferior product.<br /><br />MY PERSONAL OPINION<br /><br />I happen to be in possession of the original New Zealand water, the new US based spring water, as well as several competing brands: Hawaiian Springs and Mountain Valley Springs.<br /><br />Comparing them by taste and smell, my husband and I agree that this is how we would rate the four products.  1.) New Zealand water is the clear winner, it's a shame we no longer have the option to purchase it, 2.) The US based Eternal Water is our second choice, 3.) Hawaiian Springs is a close second to the US based Eternal Water, 4.) Mountain Valley Spring Water.  Note: Mountain Valley Spring water does contain some fluoride.",Explanation about labeling,5,5,1.0,454,Positive,called company got detailed explanation everything commented reviews company spent great deal time explaining seemed sincerebr br change new zealand usbr br majority customer base primarily attracted naturally occurring 80 alkaline water issue water trucked half way around world customers wanted similar quality water less environmental impact company made business decision follow feedback invested great deal effort finding three natural springs us naturally alkaline water new zealand long availablebr br sources water quality report new us based springs found sitebr br br distilled waterbr br time unfortunate mishap happened regarding order specially requested water department store department store requested distilled water bottles labeled differently cases looked unfortunately water wound distributed mistake company states never create another lot distilled water regret water hit market areas limited supply issue dissipatebr br labelingbr br original water manufactured new zealand says new zealand label longer produced lucky enough still possession water collectors itembr br new us based water three naturally alkaline springs says source multispring bottled eternal beverages walnut creek ca water company basing future onbr br distilled water markets actually says distilled water back label possession water inferior productbr br personal opinionbr br happen possession original new zealand water new us based spring water well several competing brands hawaiian springs mountain valley springsbr br comparing taste smell husband agree would rate four products 1 new zealand water clear winner shame longer option purchase 2 us based eternal water second choice 3 hawaiian springs close second us based eternal water 4 mountain valley spring water note mountain valley spring water contain fluoride
4,"These are excellent tasting, especially when fresh.  They are chewy chocolate caramels with a dark chocolate coating that matches perfectly with the chocolate caramel inside (not too dark tasting for me).  They are made in Germany.<br /><br />These individual ""candy bar"" size of Riesens are difficult to find in stores in my area, so I ordered from Amazon.  This product provides a sort of portion control for me, since there are 5 caramels in each package - when I buy a larger bag of individually wrapped Riesens, I tend to eat the whole bag or at least, too much of it.  With this ""candy bar"" size, I am limited to 5 Riesens (or suffer my self-imposed guilt for eating multiple packages).  I also like that it is less packaging, since the 5 Riesens are not individually wrapped, also making them easier to eat.<br /><br />One drawback of this packaging, however, may be that the caramels do not stay as fresh - they were a tiny bit hard at the edges, compared to bags of super soft and chewy individually foil-wrapped Riesens.",Yum,0,0,0.0,181,Positive,excellent tasting especially fresh chewy chocolate caramels dark chocolate coating matches perfectly chocolate caramel inside dark tasting made germanybr br individual candy bar size riesens difficult find stores area ordered amazon product provides sort portion control since 5 caramels package buy larger bag individually wrapped riesens tend eat whole bag least much candy bar size limited 5 riesens suffer selfimposed guilt eating multiple packages also like less packaging since 5 riesens individually wrapped also making easier eatbr br one drawback packaging however may caramels stay fresh tiny bit hard edges compared bags super soft chewy individually foilwrapped riesens
1,"Bought the teriyaki flavor .....TOTALLY GROSS,<br /><br />Do not waste your money on this slimy stuff.... Could barely finish my first bite....<br /><br />I gave it one star because Amazon doesn't allow 0 star ratings...",Stay away from these.....,0,5,0.0,35,Negative,bought teriyaki flavor totally grossbr br waste money slimy stuff could barely finish first bitebr br gave one star amazon doesnt allow 0 star ratings
2,"I really wanted to like this product but the coffee tasted ""thin"" and there was a funny, somewhat sour aftertaste.  The coffee is lightly sweetened, which is fine, but other than that it was not a pleasant drink.  I do like Starbucks shelf-stable bottled drinks, so it's not that I don't like this type of product in general, I just didn't like this one.  I will not be buying this in the future.",Funny aftertaste,0,0,0.0,73,Negative,really wanted like product coffee tasted thin funny somewhat sour aftertaste coffee lightly sweetened fine pleasant drink like starbucks shelfstable bottled drinks dont like type product general didnt like one buying future
5,"use this when making homemade sweet italian sausage and it adds a bit of distinct flavor to them,,,also use it to top my chicken salad in finger rolls,,,nice flavor",like it,0,0,0.0,29,Positive,use making homemade sweet italian sausage adds bit distinct flavor themalso use top chicken salad finger rollsnice flavor
5,My mom dropped off a box of this over the holiday and we loved it so much I had to find it online. Absolutely delicious honey butter cornbread. I make it with melted Country Crock. Compliments almost any meal and is delicious by itself as a snack.,This is seriously good cornbread.,0,0,0.0,47,Positive,mom dropped box holiday loved much find online absolutely delicious honey butter cornbread make melted country crock compliments almost meal delicious snack
